Køn,Alder,Dødsårsag,År,Antal
Mænd,40-44 år,Karsygdomme i hjerne,1984,17
Mænd,40-44 år,Karsygdomme i hjerne,1985,22
Mænd,40-44 år,Karsygdomme i hjerne,1986,15
Mænd,40-44 år,Karsygdomme i hjerne,1987,26
Mænd,40-44 år,Karsygdomme i hjerne,1988,20
Mænd,40-44 år,Karsygdomme i hjerne,1989,19
Mænd,40-44 år,Karsygdomme i hjerne,1990,25
Mænd,40-44 år,Karsygdomme i hjerne,1991,18
Mænd,40-44 år,Karsygdomme i hjerne,1992,21
Mænd,40-44 år,Karsygdomme i hjerne,1993,14
Mænd,40-44 år,Karsygdomme i hjerne,1994,17
Mænd,40-44 år,Karsygdomme i hjerne,1995,12
Mænd,40-44 år,Karsygdomme i hjerne,1996,14
Mænd,40-44 år,Karsygdomme i hjerne,1997,15
Mænd,40-44 år,Karsygdomme i hjerne,1998,21
Mænd,40-44 år,Karsygdomme i hjerne,1999,19
Mænd,40-44 år,Karsygdomme i hjerne,2000,18
Mænd,40-44 år,Karsygdomme i hjerne,2001,12
Mænd,40-44 år,Karsygdomme i hjerne,2002,11
Mænd,40-44 år,Karsygdomme i hjerne,2003,28
Mænd,40-44 år,Karsygdomme i hjerne,2004,12
Mænd,40-44 år,Karsygdomme i hjerne,2005,15
Mænd,40-44 år,Karsygdomme i hjerne,2006,22
Mænd,40-44 år,Karsygdomme i hjerne,2007,20
Mænd,40-44 år,Karsygdomme i hjerne,2008,13
Mænd,40-44 år,Karsygdomme i hjerne,2009,11
Mænd,40-44 år,Karsygdomme i hjerne,2010,14
Mænd,40-44 år,Karsygdomme i hjerne,2011,6
Mænd,40-44 år,Karsygdomme i hjerne,2012,4
Mænd,40-44 år,Karsygdomme i hjerne,2013,5
Mænd,40-44 år,Karsygdomme i hjerne,2014,9
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1982,1
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1983,0
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1984,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1985,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1986,4
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1987,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1988,4
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1989,5
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1990,5
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1991,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1992,5
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1993,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1994,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1995,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1996,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1997,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1998,4
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",1999,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2000,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2001,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2002,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2003,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2004,6
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2005,4
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2006,4
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2007,2
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2008,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2009,1
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2010,0
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2011,6
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2012,3
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2013,1
Mænd,40-44 år,"Sygdomme i arterier, arterioler og kapil",2014,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1982,1
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1983,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1984,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1985,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1986,4
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1987,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1988,1
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1989,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1990,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1991,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1992,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1993,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1994,4
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1995,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1996,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1997,5
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1998,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,1999,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2000,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2001,5
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2002,8
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2003,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2004,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2005,5
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2006,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2007,1
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2008,2
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2009,4
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2010,6
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2011,3
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2012,5
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2013,1
Mænd,40-44 år,Andre sygdomme i kredsløbsorganer,2014,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1982,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1983,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1984,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1985,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1986,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1987,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1988,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1989,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1990,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1991,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1992,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1993,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1994,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1995,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1996,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1997,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1998,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,1999,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2000,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2001,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2002,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2003,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2004,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2005,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2006,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2007,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2008,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2009,2
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2010,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2011,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2012,0
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2013,1
Mænd,40-44 år,Akut luftvejsinfektion og influenza,2014,2
Mænd,40-44 år,Lungebetændelse,1982,2
Mænd,40-44 år,Lungebetændelse,1983,5
Mænd,40-44 år,Lungebetændelse,1984,7
Mænd,40-44 år,Lungebetændelse,1985,1
Mænd,40-44 år,Lungebetændelse,1986,3
Mænd,40-44 år,Lungebetændelse,1987,1
Mænd,40-44 år,Lungebetændelse,1988,7
Mænd,40-44 år,Lungebetændelse,1989,5
Mænd,40-44 år,Lungebetændelse,1990,3
Mænd,40-44 år,Lungebetændelse,1991,1
Mænd,40-44 år,Lungebetændelse,1992,4
Mænd,40-44 år,Lungebetændelse,1993,7
Mænd,40-44 år,Lungebetændelse,1994,3
Mænd,40-44 år,Lungebetændelse,1995,6
Mænd,40-44 år,Lungebetændelse,1996,12
Mænd,40-44 år,Lungebetændelse,1997,3
Mænd,40-44 år,Lungebetændelse,1998,4
Mænd,40-44 år,Lungebetændelse,1999,1
Mænd,40-44 år,Lungebetændelse,2000,2
Mænd,40-44 år,Lungebetændelse,2001,1
Mænd,40-44 år,Lungebetændelse,2002,5
Mænd,40-44 år,Lungebetændelse,2003,3
Mænd,40-44 år,Lungebetændelse,2004,5
Mænd,40-44 år,Lungebetændelse,2005,3
Mænd,40-44 år,Lungebetændelse,2006,3
Mænd,40-44 år,Lungebetændelse,2007,3
Mænd,40-44 år,Lungebetændelse,2008,3
Mænd,40-44 år,Lungebetændelse,2009,4
Mænd,40-44 år,Lungebetændelse,2010,2
Mænd,40-44 år,Lungebetændelse,2011,6
Mænd,40-44 år,Lungebetændelse,2012,1
Mænd,40-44 år,Lungebetændelse,2013,2
Mænd,40-44 år,Lungebetændelse,2014,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1982,4
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1983,6
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1984,5
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1985,5
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1986,3
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1987,3
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1988,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1989,7
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1990,5
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1991,6
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1992,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1993,4
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1994,5
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1995,3
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1996,0
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1997,7
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1998,4
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",1999,6
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2000,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2001,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2002,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2003,6
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2004,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2005,3
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2006,4
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2007,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2008,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2009,3
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2010,4
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2011,0
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2012,2
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2013,1
Mænd,40-44 år,"Bronkitis, udvidede lunger og astma",2014,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1982,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1983,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1984,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1985,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1986,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1987,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1988,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1989,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1990,5
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1991,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1992,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1993,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1994,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1995,4
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1996,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1997,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1998,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,1999,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2000,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2001,4
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2002,4
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2003,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2004,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2005,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2006,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2007,3
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2008,4
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2009,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2010,4
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2011,2
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2012,0
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2013,1
Mænd,40-44 år,Anden sygdomme i åndedrætsorganer,2014,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1982,6
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1983,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1984,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1985,5
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1986,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1987,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1988,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1989,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1990,3
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1991,6
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1992,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1993,0
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1994,3
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1995,3
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1996,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1997,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1998,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",1999,4
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2000,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2001,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2002,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2003,5
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2004,4
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2005,3
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2006,0
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2007,0
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2008,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2009,0
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2010,4
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2011,2
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2012,4
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2013,1
Mænd,40-44 år,"Sygdomme i mund, spiserør og mavesæk",2014,2
Mænd,40-44 år,Sygdomme i lever og galdeveje,1982,28
Mænd,40-44 år,Sygdomme i lever og galdeveje,1983,26
Mænd,40-44 år,Sygdomme i lever og galdeveje,1984,24
Mænd,40-44 år,Sygdomme i lever og galdeveje,1985,23
Mænd,40-44 år,Sygdomme i lever og galdeveje,1986,32
Mænd,40-44 år,Sygdomme i lever og galdeveje,1987,51
Mænd,40-44 år,Sygdomme i lever og galdeveje,1988,44
Mænd,40-44 år,Sygdomme i lever og galdeveje,1989,41
Mænd,40-44 år,Sygdomme i lever og galdeveje,1990,46
Mænd,40-44 år,Sygdomme i lever og galdeveje,1991,48
Mænd,40-44 år,Sygdomme i lever og galdeveje,1992,39
Mænd,40-44 år,Sygdomme i lever og galdeveje,1993,50
Mænd,40-44 år,Sygdomme i lever og galdeveje,1994,47
Mænd,40-44 år,Sygdomme i lever og galdeveje,1995,59
Mænd,40-44 år,Sygdomme i lever og galdeveje,1996,50
Mænd,40-44 år,Sygdomme i lever og galdeveje,1997,52
Mænd,40-44 år,Sygdomme i lever og galdeveje,1998,45
Mænd,40-44 år,Sygdomme i lever og galdeveje,1999,47
Mænd,40-44 år,Sygdomme i lever og galdeveje,2000,49
Mænd,40-44 år,Sygdomme i lever og galdeveje,2001,47
Mænd,40-44 år,Sygdomme i lever og galdeveje,2002,32
Mænd,40-44 år,Sygdomme i lever og galdeveje,2003,25
Mænd,40-44 år,Sygdomme i lever og galdeveje,2004,58
Mænd,40-44 år,Sygdomme i lever og galdeveje,2005,29
Mænd,40-44 år,Sygdomme i lever og galdeveje,2006,47
Mænd,40-44 år,Sygdomme i lever og galdeveje,2007,35
Mænd,40-44 år,Sygdomme i lever og galdeveje,2008,34
Mænd,40-44 år,Sygdomme i lever og galdeveje,2009,28
Mænd,40-44 år,Sygdomme i lever og galdeveje,2010,20
Mænd,40-44 år,Sygdomme i lever og galdeveje,2011,20
Mænd,40-44 år,Sygdomme i lever og galdeveje,2012,17
Mænd,40-44 år,Sygdomme i lever og galdeveje,2013,17
Mænd,40-44 år,Sygdomme i lever og galdeveje,2014,17
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1982,7
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1983,4
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1984,2
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1985,7
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1986,11
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1987,6
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1988,5
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1989,10
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1990,7
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1991,8
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1992,7
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1993,5
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1994,8
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1995,10
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1996,14
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1997,8
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1998,11
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,1999,12
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2000,14
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2001,8
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2002,10
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2003,6
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2004,10
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2005,9
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2006,9
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2007,10
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2008,7
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2009,6
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2010,4
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2011,5
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2012,1
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2013,4
Mænd,40-44 år,Anden sygdomme i fordøjelsesorganer,2014,3
Mænd,40-44 år,Nyrebetændelse,1982,2
Mænd,40-44 år,Nyrebetændelse,1983,0
Mænd,40-44 år,Nyrebetændelse,1984,2
Mænd,40-44 år,Nyrebetændelse,1985,3
Mænd,40-44 år,Nyrebetændelse,1986,2
Mænd,40-44 år,Nyrebetændelse,1987,1
Mænd,40-44 år,Nyrebetændelse,1988,0
Mænd,40-44 år,Nyrebetændelse,1989,2
Mænd,40-44 år,Nyrebetændelse,1990,3
Mænd,40-44 år,Nyrebetændelse,1991,1
Mænd,40-44 år,Nyrebetændelse,1992,0
Mænd,40-44 år,Nyrebetændelse,1993,0
Mænd,40-44 år,Nyrebetændelse,1994,3
Mænd,40-44 år,Nyrebetændelse,1995,0
Mænd,40-44 år,Nyrebetændelse,1996,0
Mænd,40-44 år,Nyrebetændelse,1997,0
Mænd,40-44 år,Nyrebetændelse,1998,1
Mænd,40-44 år,Nyrebetændelse,1999,0
Mænd,40-44 år,Nyrebetændelse,2000,1
Mænd,40-44 år,Nyrebetændelse,2001,3
Mænd,40-44 år,Nyrebetændelse,2002,1
Mænd,40-44 år,Nyrebetændelse,2003,1
Mænd,40-44 år,Nyrebetændelse,2004,0
Mænd,40-44 år,Nyrebetændelse,2005,0
Mænd,40-44 år,Nyrebetændelse,2006,1
Mænd,40-44 år,Nyrebetændelse,2007,1
Mænd,40-44 år,Nyrebetændelse,2008,0
Mænd,40-44 år,Nyrebetændelse,2009,0
Mænd,40-44 år,Nyrebetændelse,2010,0
Mænd,40-44 år,Nyrebetændelse,2011,0
Mænd,40-44 år,Nyrebetændelse,2012,0
Mænd,40-44 år,Nyrebetændelse,2013,0
Mænd,40-44 år,Nyrebetændelse,2014,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1982,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1983,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1984,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1985,2
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1986,2
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1987,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1988,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1989,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1990,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1991,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1992,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1993,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1994,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1995,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1996,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1997,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1998,1
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,1999,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2000,1
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2001,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2002,1
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2003,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2004,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2005,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2006,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2007,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2008,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2009,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2010,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2011,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2012,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2013,0
Mænd,40-44 år,Infekt nyresygdomme og sten i urinorgan,2014,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1982,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1983,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1984,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1985,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1986,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1987,3
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1988,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1989,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1990,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1991,2
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1992,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1993,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1994,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1995,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1996,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1997,0
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1998,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1999,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2000,1
Mænd,40-44 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2001,1
