Køn;Beskæftigelsesstatus;Alder;År;Kvartal;Procent
Mænd;AKU-ledighedsprocent;15-24 år;1997;2;6,8
Mænd;AKU-ledighedsprocent;15-24 år;1997;3;7
Mænd;AKU-ledighedsprocent;15-24 år;1997;4;5,6
Mænd;AKU-ledighedsprocent;15-24 år;1998;1;8,7
Mænd;AKU-ledighedsprocent;15-24 år;1998;2;6,2
Mænd;AKU-ledighedsprocent;15-24 år;1998;3;8,8
Mænd;AKU-ledighedsprocent;15-24 år;1998;4;6,3
Mænd;AKU-ledighedsprocent;15-24 år;1999;1;6,8
Mænd;AKU-ledighedsprocent;15-24 år;1999;2;9,4
Mænd;AKU-ledighedsprocent;15-24 år;1999;3;9
Mænd;AKU-ledighedsprocent;15-24 år;1999;4;9,6
Mænd;AKU-ledighedsprocent;15-24 år;2000;1;8,3
Mænd;AKU-ledighedsprocent;15-24 år;2000;2;6,6
Mænd;AKU-ledighedsprocent;15-24 år;2000;3;6,7
Mænd;AKU-ledighedsprocent;15-24 år;2000;4;6
Mænd;AKU-ledighedsprocent;15-24 år;2001;1;7,3
Mænd;AKU-ledighedsprocent;15-24 år;2001;2;7,7
Mænd;AKU-ledighedsprocent;15-24 år;2001;3;8,9
Mænd;AKU-ledighedsprocent;15-24 år;2001;4;10,8
Mænd;AKU-ledighedsprocent;15-24 år;2002;1;7,1
Mænd;AKU-ledighedsprocent;15-24 år;2002;2;9,6
Mænd;AKU-ledighedsprocent;15-24 år;2002;3;5,7
Mænd;AKU-ledighedsprocent;15-24 år;2002;4;8,1
Mænd;AKU-ledighedsprocent;15-24 år;2003;1;8,5
Mænd;AKU-ledighedsprocent;15-24 år;2003;2;11,3
Mænd;AKU-ledighedsprocent;15-24 år;2003;3;10,6
Mænd;AKU-ledighedsprocent;15-24 år;2003;4;7,2
Mænd;AKU-ledighedsprocent;15-24 år;2004;1;9,4
Mænd;AKU-ledighedsprocent;15-24 år;2004;2;8,7
Mænd;AKU-ledighedsprocent;15-24 år;2004;3;11
Mænd;AKU-ledighedsprocent;15-24 år;2004;4;6,7
Mænd;AKU-ledighedsprocent;15-24 år;2005;1;9,5
Mænd;AKU-ledighedsprocent;15-24 år;2005;2;6,5
Mænd;AKU-ledighedsprocent;15-24 år;2005;3;9,2
Mænd;AKU-ledighedsprocent;15-24 år;2005;4;10,3
Mænd;AKU-ledighedsprocent;15-24 år;2006;1;9,2
Mænd;AKU-ledighedsprocent;15-24 år;2006;2;8,6
Mænd;AKU-ledighedsprocent;15-24 år;2006;3;6,7
Mænd;AKU-ledighedsprocent;15-24 år;2006;4;8,6
Mænd;AKU-ledighedsprocent;15-24 år;2007;1;7,2
Mænd;AKU-ledighedsprocent;15-24 år;2007;2;7,2
Mænd;AKU-ledighedsprocent;15-24 år;2007;3;8,7
Mænd;AKU-ledighedsprocent;15-24 år;2007;4;7,2
Mænd;AKU-ledighedsprocent;15-24 år;2008;1;6,2
Mænd;AKU-ledighedsprocent;15-24 år;2008;2;6,1
Mænd;AKU-ledighedsprocent;15-24 år;2008;3;8
Mænd;AKU-ledighedsprocent;15-24 år;2008;4;8,9
Mænd;AKU-ledighedsprocent;15-24 år;2009;1;12,1
Mænd;AKU-ledighedsprocent;15-24 år;2009;2;13,5
Mænd;AKU-ledighedsprocent;15-24 år;2009;3;12,6
Mænd;AKU-ledighedsprocent;15-24 år;2009;4;14,6
Mænd;AKU-ledighedsprocent;15-24 år;2010;1;17,1
Mænd;AKU-ledighedsprocent;15-24 år;2010;2;15,2
Mænd;AKU-ledighedsprocent;15-24 år;2010;3;15,9
Mænd;AKU-ledighedsprocent;15-24 år;2010;4;15,8
Mænd;AKU-ledighedsprocent;15-24 år;2011;1;16,2
Mænd;AKU-ledighedsprocent;15-24 år;2011;2;16,1
Mænd;AKU-ledighedsprocent;15-24 år;2011;3;16,2
Mænd;AKU-ledighedsprocent;15-24 år;2011;4;13,8
Mænd;AKU-ledighedsprocent;15-24 år;2012;1;16,7
Mænd;AKU-ledighedsprocent;15-24 år;2012;2;14,7
Mænd;AKU-ledighedsprocent;15-24 år;2012;3;15,1
Mænd;AKU-ledighedsprocent;15-24 år;2012;4;12,2
Mænd;AKU-ledighedsprocent;15-24 år;2013;1;14,8
Mænd;AKU-ledighedsprocent;15-24 år;2013;2;13,1
Mænd;AKU-ledighedsprocent;15-24 år;2013;3;16,4
Mænd;AKU-ledighedsprocent;15-24 år;2013;4;12,4
Mænd;AKU-ledighedsprocent;15-24 år;2014;1;15,5
Mænd;AKU-ledighedsprocent;15-24 år;2014;2;13
Mænd;AKU-ledighedsprocent;15-24 år;2014;3;14,3
Mænd;AKU-ledighedsprocent;15-24 år;2014;4;11,8
Mænd;AKU-ledighedsprocent;15-24 år;2015;1;11,4
Mænd;AKU-ledighedsprocent;15-24 år;2015;2;10,2
Mænd;AKU-ledighedsprocent;15-24 år;2015;3;13,6
Mænd;AKU-ledighedsprocent;25-34 år;1996;1;6,9
Mænd;AKU-ledighedsprocent;25-34 år;1996;2;5,3
Mænd;AKU-ledighedsprocent;25-34 år;1996;3;5,6
Mænd;AKU-ledighedsprocent;25-34 år;1996;4;5,3
Mænd;AKU-ledighedsprocent;25-34 år;1997;1;6,7
Mænd;AKU-ledighedsprocent;25-34 år;1997;2;4,3
Mænd;AKU-ledighedsprocent;25-34 år;1997;3;4,6
Mænd;AKU-ledighedsprocent;25-34 år;1997;4;4,5
Mænd;AKU-ledighedsprocent;25-34 år;1998;1;4,9
Mænd;AKU-ledighedsprocent;25-34 år;1998;2;3,7
Mænd;AKU-ledighedsprocent;25-34 år;1998;3;4,2
Mænd;AKU-ledighedsprocent;25-34 år;1998;4;3,8
Mænd;AKU-ledighedsprocent;25-34 år;1999;1;4,7
Mænd;AKU-ledighedsprocent;25-34 år;1999;2;4
Mænd;AKU-ledighedsprocent;25-34 år;1999;3;4,1
Mænd;AKU-ledighedsprocent;25-34 år;1999;4;3,2
Mænd;AKU-ledighedsprocent;25-34 år;2000;1;4,9
Mænd;AKU-ledighedsprocent;25-34 år;2000;2;4,1
Mænd;AKU-ledighedsprocent;25-34 år;2000;3;2,6
Mænd;AKU-ledighedsprocent;25-34 år;2000;4;3,2
Mænd;AKU-ledighedsprocent;25-34 år;2001;1;5
Mænd;AKU-ledighedsprocent;25-34 år;2001;2;2,7
Mænd;AKU-ledighedsprocent;25-34 år;2001;3;4,6
Mænd;AKU-ledighedsprocent;25-34 år;2001;4;6
Mænd;AKU-ledighedsprocent;25-34 år;2002;1;5,3
Mænd;AKU-ledighedsprocent;25-34 år;2002;2;3,6
Mænd;AKU-ledighedsprocent;25-34 år;2002;3;5,5
Mænd;AKU-ledighedsprocent;25-34 år;2002;4;3,5
Mænd;AKU-ledighedsprocent;25-34 år;2003;1;5,2
Mænd;AKU-ledighedsprocent;25-34 år;2003;2;6,2
Mænd;AKU-ledighedsprocent;25-34 år;2003;3;3,3
Mænd;AKU-ledighedsprocent;25-34 år;2003;4;5
Mænd;AKU-ledighedsprocent;25-34 år;2004;1;6,8
Mænd;AKU-ledighedsprocent;25-34 år;2004;2;6
Mænd;AKU-ledighedsprocent;25-34 år;2004;3;7,2
Mænd;AKU-ledighedsprocent;25-34 år;2004;4;4,5
Mænd;AKU-ledighedsprocent;25-34 år;2005;1;6,1
Mænd;AKU-ledighedsprocent;25-34 år;2005;2;5,2
Mænd;AKU-ledighedsprocent;25-34 år;2005;3;3,7
Mænd;AKU-ledighedsprocent;25-34 år;2005;4;4,4
Mænd;AKU-ledighedsprocent;25-34 år;2006;1;3,4
Mænd;AKU-ledighedsprocent;25-34 år;2006;2;3,3
Mænd;AKU-ledighedsprocent;25-34 år;2006;3;4,3
Mænd;AKU-ledighedsprocent;25-34 år;2006;4;2
Mænd;AKU-ledighedsprocent;25-34 år;2007;1;4,3
Mænd;AKU-ledighedsprocent;25-34 år;2007;2;3
Mænd;AKU-ledighedsprocent;25-34 år;2007;3;3,9
Mænd;AKU-ledighedsprocent;25-34 år;2007;4;3
Mænd;AKU-ledighedsprocent;25-34 år;2008;1;3,7
Mænd;AKU-ledighedsprocent;25-34 år;2008;2;3
Mænd;AKU-ledighedsprocent;25-34 år;2008;3;2,5
Mænd;AKU-ledighedsprocent;25-34 år;2008;4;4
Mænd;AKU-ledighedsprocent;25-34 år;2009;1;6,8
Mænd;AKU-ledighedsprocent;25-34 år;2009;2;7,5
Mænd;AKU-ledighedsprocent;25-34 år;2009;3;7,6
Mænd;AKU-ledighedsprocent;25-34 år;2009;4;7,8
Mænd;AKU-ledighedsprocent;25-34 år;2010;1;11,7
Mænd;AKU-ledighedsprocent;25-34 år;2010;2;9,8
Mænd;AKU-ledighedsprocent;25-34 år;2010;3;7,2
Mænd;AKU-ledighedsprocent;25-34 år;2010;4;9,4
Mænd;AKU-ledighedsprocent;25-34 år;2011;1;11,3
Mænd;AKU-ledighedsprocent;25-34 år;2011;2;9
Mænd;AKU-ledighedsprocent;25-34 år;2011;3;7,3
Mænd;AKU-ledighedsprocent;25-34 år;2011;4;8,4
Mænd;AKU-ledighedsprocent;25-34 år;2012;1;9,6
Mænd;AKU-ledighedsprocent;25-34 år;2012;2;10
Mænd;AKU-ledighedsprocent;25-34 år;2012;3;8,8
Mænd;AKU-ledighedsprocent;25-34 år;2012;4;8,8
Mænd;AKU-ledighedsprocent;25-34 år;2013;1;8,1
Mænd;AKU-ledighedsprocent;25-34 år;2013;2;6,2
Mænd;AKU-ledighedsprocent;25-34 år;2013;3;8,4
Mænd;AKU-ledighedsprocent;25-34 år;2013;4;6,5
Mænd;AKU-ledighedsprocent;25-34 år;2014;1;7,9
Mænd;AKU-ledighedsprocent;25-34 år;2014;2;6,5
Mænd;AKU-ledighedsprocent;25-34 år;2014;3;8,2
Mænd;AKU-ledighedsprocent;25-34 år;2014;4;8
Mænd;AKU-ledighedsprocent;25-34 år;2015;1;9,3
Mænd;AKU-ledighedsprocent;25-34 år;2015;2;7,6
Mænd;AKU-ledighedsprocent;25-34 år;2015;3;5,7
Mænd;AKU-ledighedsprocent;35-44 år;1996;1;5,8
Mænd;AKU-ledighedsprocent;35-44 år;1996;2;3,5
Mænd;AKU-ledighedsprocent;35-44 år;1996;3;3,5
Mænd;AKU-ledighedsprocent;35-44 år;1996;4;4,2
Mænd;AKU-ledighedsprocent;35-44 år;1997;1;5,7
Mænd;AKU-ledighedsprocent;35-44 år;1997;2;3,4
Mænd;AKU-ledighedsprocent;35-44 år;1997;3;4,2
Mænd;AKU-ledighedsprocent;35-44 år;1997;4;3,2
Mænd;AKU-ledighedsprocent;35-44 år;1998;1;4,8
Mænd;AKU-ledighedsprocent;35-44 år;1998;2;2,9
Mænd;AKU-ledighedsprocent;35-44 år;1998;3;4,1
Mænd;AKU-ledighedsprocent;35-44 år;1998;4;2,7
Mænd;AKU-ledighedsprocent;35-44 år;1999;1;4,1
Mænd;AKU-ledighedsprocent;35-44 år;1999;2;2,6
Mænd;AKU-ledighedsprocent;35-44 år;1999;3;3,4
Mænd;AKU-ledighedsprocent;35-44 år;1999;4;3,7
Mænd;AKU-ledighedsprocent;35-44 år;2000;1;4,6
Mænd;AKU-ledighedsprocent;35-44 år;2000;2;2,7
Mænd;AKU-ledighedsprocent;35-44 år;2000;3;2,8
Mænd;AKU-ledighedsprocent;35-44 år;2000;4;3,8
Mænd;AKU-ledighedsprocent;35-44 år;2001;1;4,3
Mænd;AKU-ledighedsprocent;35-44 år;2001;2;3,1
Mænd;AKU-ledighedsprocent;35-44 år;2001;3;2,9
Mænd;AKU-ledighedsprocent;35-44 år;2001;4;3
Mænd;AKU-ledighedsprocent;35-44 år;2002;1;4,4
Mænd;AKU-ledighedsprocent;35-44 år;2002;2;3,5
Mænd;AKU-ledighedsprocent;35-44 år;2002;3;4,5
Mænd;AKU-ledighedsprocent;35-44 år;2002;4;3,9
Mænd;AKU-ledighedsprocent;35-44 år;2003;1;4,1
Mænd;AKU-ledighedsprocent;35-44 år;2003;2;4,2
Mænd;AKU-ledighedsprocent;35-44 år;2003;3;3,6
Mænd;AKU-ledighedsprocent;35-44 år;2003;4;3,5
Mænd;AKU-ledighedsprocent;35-44 år;2004;1;4,2
Mænd;AKU-ledighedsprocent;35-44 år;2004;2;3,4
Mænd;AKU-ledighedsprocent;35-44 år;2004;3;3,6
Mænd;AKU-ledighedsprocent;35-44 år;2004;4;3,2
Mænd;AKU-ledighedsprocent;35-44 år;2005;1;5,1
Mænd;AKU-ledighedsprocent;35-44 år;2005;2;2,7
Mænd;AKU-ledighedsprocent;35-44 år;2005;3;3,1
Mænd;AKU-ledighedsprocent;35-44 år;2005;4;2,4
Mænd;AKU-ledighedsprocent;35-44 år;2006;1;2
Mænd;AKU-ledighedsprocent;35-44 år;2006;2;2,6
Mænd;AKU-ledighedsprocent;35-44 år;2006;3;1,8
Mænd;AKU-ledighedsprocent;35-44 år;2006;4;2,1
Mænd;AKU-ledighedsprocent;35-44 år;2007;1;3,1
Mænd;AKU-ledighedsprocent;35-44 år;2007;2;2,1
Mænd;AKU-ledighedsprocent;35-44 år;2007;3;2,8
Mænd;AKU-ledighedsprocent;35-44 år;2007;4;2,3
Mænd;AKU-ledighedsprocent;35-44 år;2008;1;2,2
Mænd;AKU-ledighedsprocent;35-44 år;2008;2;1,9
Mænd;AKU-ledighedsprocent;35-44 år;2008;3;2,5
Mænd;AKU-ledighedsprocent;35-44 år;2008;4;3,2
Mænd;AKU-ledighedsprocent;35-44 år;2009;1;4,1
Mænd;AKU-ledighedsprocent;35-44 år;2009;2;3,8
Mænd;AKU-ledighedsprocent;35-44 år;2009;3;5,9
Mænd;AKU-ledighedsprocent;35-44 år;2009;4;5,6
Mænd;AKU-ledighedsprocent;35-44 år;2010;1;7
Mænd;AKU-ledighedsprocent;35-44 år;2010;2;7,4
Mænd;AKU-ledighedsprocent;35-44 år;2010;3;6,2
Mænd;AKU-ledighedsprocent;35-44 år;2010;4;5,3
Mænd;AKU-ledighedsprocent;35-44 år;2011;1;6
Mænd;AKU-ledighedsprocent;35-44 år;2011;2;4,6
Mænd;AKU-ledighedsprocent;35-44 år;2011;3;4
Mænd;AKU-ledighedsprocent;35-44 år;2011;4;5,3
Mænd;AKU-ledighedsprocent;35-44 år;2012;1;6,6
Mænd;AKU-ledighedsprocent;35-44 år;2012;2;6,1
Mænd;AKU-ledighedsprocent;35-44 år;2012;3;5,3
Mænd;AKU-ledighedsprocent;35-44 år;2012;4;5,4
Mænd;AKU-ledighedsprocent;35-44 år;2013;1;5,9
Mænd;AKU-ledighedsprocent;35-44 år;2013;2;4,5
Mænd;AKU-ledighedsprocent;35-44 år;2013;3;4,9
Mænd;AKU-ledighedsprocent;35-44 år;2013;4;4,4
Mænd;AKU-ledighedsprocent;35-44 år;2014;1;5,1
Mænd;AKU-ledighedsprocent;35-44 år;2014;2;4,2
Mænd;AKU-ledighedsprocent;35-44 år;2014;3;3,9
Mænd;AKU-ledighedsprocent;35-44 år;2014;4;4,2
Mænd;AKU-ledighedsprocent;35-44 år;2015;1;5,2
Mænd;AKU-ledighedsprocent;35-44 år;2015;2;3,8
Mænd;AKU-ledighedsprocent;35-44 år;2015;3;5
Mænd;AKU-ledighedsprocent;45-54 år;1996;1;6,1
Mænd;AKU-ledighedsprocent;45-54 år;1996;2;5,2
Mænd;AKU-ledighedsprocent;45-54 år;1996;3;5,3
Mænd;AKU-ledighedsprocent;45-54 år;1996;4;4,1
Mænd;AKU-ledighedsprocent;45-54 år;1997;1;4,1
Mænd;AKU-ledighedsprocent;45-54 år;1997;2;4,4
Mænd;AKU-ledighedsprocent;45-54 år;1997;3;4,6
Mænd;AKU-ledighedsprocent;45-54 år;1997;4;3,8
Mænd;AKU-ledighedsprocent;45-54 år;1998;1;3,5
Mænd;AKU-ledighedsprocent;45-54 år;1998;2;3,3
Mænd;AKU-ledighedsprocent;45-54 år;1998;3;4
Mænd;AKU-ledighedsprocent;45-54 år;1998;4;4
Mænd;AKU-ledighedsprocent;45-54 år;1999;1;4,3
Mænd;AKU-ledighedsprocent;45-54 år;1999;2;4,2
Mænd;AKU-ledighedsprocent;45-54 år;1999;3;4,3
Mænd;AKU-ledighedsprocent;45-54 år;1999;4;4,6
Mænd;AKU-ledighedsprocent;45-54 år;2000;1;4,5
Mænd;AKU-ledighedsprocent;45-54 år;2000;2;3,6
Mænd;AKU-ledighedsprocent;45-54 år;2000;3;2,9
Mænd;AKU-ledighedsprocent;45-54 år;2000;4;2,6
Mænd;AKU-ledighedsprocent;45-54 år;2001;1;3,9
Mænd;AKU-ledighedsprocent;45-54 år;2001;2;3,2
Mænd;AKU-ledighedsprocent;45-54 år;2001;3;2,4
Mænd;AKU-ledighedsprocent;45-54 år;2001;4;2,6
Mænd;AKU-ledighedsprocent;45-54 år;2002;1;3,9
Mænd;AKU-ledighedsprocent;45-54 år;2002;2;2,8
Mænd;AKU-ledighedsprocent;45-54 år;2002;3;2,8
Mænd;AKU-ledighedsprocent;45-54 år;2002;4;3,2
Mænd;AKU-ledighedsprocent;45-54 år;2003;1;3,1
Mænd;AKU-ledighedsprocent;45-54 år;2003;2;3
Mænd;AKU-ledighedsprocent;45-54 år;2003;3;4,7
Mænd;AKU-ledighedsprocent;45-54 år;2003;4;5,2
Mænd;AKU-ledighedsprocent;45-54 år;2004;1;3,3
Mænd;AKU-ledighedsprocent;45-54 år;2004;2;3,9
Mænd;AKU-ledighedsprocent;45-54 år;2004;3;3,7
Mænd;AKU-ledighedsprocent;45-54 år;2004;4;3,7
Mænd;AKU-ledighedsprocent;45-54 år;2005;1;4,1
Mænd;AKU-ledighedsprocent;45-54 år;2005;2;3,4
Mænd;AKU-ledighedsprocent;45-54 år;2005;3;2,8
Mænd;AKU-ledighedsprocent;45-54 år;2005;4;1,8
Mænd;AKU-ledighedsprocent;45-54 år;2006;1;2,9
Mænd;AKU-ledighedsprocent;45-54 år;2006;2;2
Mænd;AKU-ledighedsprocent;45-54 år;2006;3;1,7
Mænd;AKU-ledighedsprocent;45-54 år;2006;4;2
Mænd;AKU-ledighedsprocent;45-54 år;2007;1;2,5
Mænd;AKU-ledighedsprocent;45-54 år;2007;2;2,1
Mænd;AKU-ledighedsprocent;45-54 år;2007;3;1,3
Mænd;AKU-ledighedsprocent;45-54 år;2007;4;2,2
Mænd;AKU-ledighedsprocent;45-54 år;2008;1;2,5
Mænd;AKU-ledighedsprocent;45-54 år;2008;2;1,3
Mænd;AKU-ledighedsprocent;45-54 år;2008;3;1,3
Mænd;AKU-ledighedsprocent;45-54 år;2008;4;1,8
Mænd;AKU-ledighedsprocent;45-54 år;2009;1;4,4
Mænd;AKU-ledighedsprocent;45-54 år;2009;2;5,2
Mænd;AKU-ledighedsprocent;45-54 år;2009;3;5,5
Mænd;AKU-ledighedsprocent;45-54 år;2009;4;6
Mænd;AKU-ledighedsprocent;45-54 år;2010;1;7,3
Mænd;AKU-ledighedsprocent;45-54 år;2010;2;7,1
Mænd;AKU-ledighedsprocent;45-54 år;2010;3;5,8
Mænd;AKU-ledighedsprocent;45-54 år;2010;4;4,7
Mænd;AKU-ledighedsprocent;45-54 år;2011;1;5,3
Mænd;AKU-ledighedsprocent;45-54 år;2011;2;5,2
Mænd;AKU-ledighedsprocent;45-54 år;2011;3;6,3
Mænd;AKU-ledighedsprocent;45-54 år;2011;4;5,5
Mænd;AKU-ledighedsprocent;45-54 år;2012;1;5,6
Mænd;AKU-ledighedsprocent;45-54 år;2012;2;5,5
Mænd;AKU-ledighedsprocent;45-54 år;2012;3;5,3
Mænd;AKU-ledighedsprocent;45-54 år;2012;4;4,6
Mænd;AKU-ledighedsprocent;45-54 år;2013;1;6,6
Mænd;AKU-ledighedsprocent;45-54 år;2013;2;5,2
Mænd;AKU-ledighedsprocent;45-54 år;2013;3;5
Mænd;AKU-ledighedsprocent;45-54 år;2013;4;4,3
Mænd;AKU-ledighedsprocent;45-54 år;2014;1;5,2
Mænd;AKU-ledighedsprocent;45-54 år;2014;2;4,2
Mænd;AKU-ledighedsprocent;45-54 år;2014;3;4,7
Mænd;AKU-ledighedsprocent;45-54 år;2014;4;4,2
Mænd;AKU-ledighedsprocent;45-54 år;2015;1;4,8
Mænd;AKU-ledighedsprocent;45-54 år;2015;2;6,4
Mænd;AKU-ledighedsprocent;45-54 år;2015;3;3,8
Mænd;AKU-ledighedsprocent;55-64 år;1996;1;8
Mænd;AKU-ledighedsprocent;55-64 år;1996;2;5,4
Mænd;AKU-ledighedsprocent;55-64 år;1996;3;4,8
Mænd;AKU-ledighedsprocent;55-64 år;1996;4;4,9
Mænd;AKU-ledighedsprocent;55-64 år;1997;1;6,3
Mænd;AKU-ledighedsprocent;55-64 år;1997;2;4,2
Mænd;AKU-ledighedsprocent;55-64 år;1997;3;5,1
Mænd;AKU-ledighedsprocent;55-64 år;1997;4;3,7
Mænd;AKU-ledighedsprocent;55-64 år;1998;1;4,6
Mænd;AKU-ledighedsprocent;55-64 år;1998;2;4
Mænd;AKU-ledighedsprocent;55-64 år;1998;3;5,1
Mænd;AKU-ledighedsprocent;55-64 år;1998;4;5,7
Mænd;AKU-ledighedsprocent;55-64 år;1999;1;4,6
Mænd;AKU-ledighedsprocent;55-64 år;1999;2;3,2
Mænd;AKU-ledighedsprocent;55-64 år;1999;3;4,8
Mænd;AKU-ledighedsprocent;55-64 år;1999;4;4,7
Mænd;AKU-ledighedsprocent;55-64 år;2000;1;3,7
Mænd;AKU-ledighedsprocent;55-64 år;2000;2;3,7
Mænd;AKU-ledighedsprocent;55-64 år;2000;3;4,4
Mænd;AKU-ledighedsprocent;55-64 år;2000;4;3,6
Mænd;AKU-ledighedsprocent;55-64 år;2001;1;4,7
Mænd;AKU-ledighedsprocent;55-64 år;2001;2;3,9
Mænd;AKU-ledighedsprocent;55-64 år;2001;3;4,6
Mænd;AKU-ledighedsprocent;55-64 år;2001;4;3,7
Mænd;AKU-ledighedsprocent;55-64 år;2002;1;3,5
Mænd;AKU-ledighedsprocent;55-64 år;2002;2;5,1
Mænd;AKU-ledighedsprocent;55-64 år;2002;3;3,5
Mænd;AKU-ledighedsprocent;55-64 år;2002;4;3,3
Mænd;AKU-ledighedsprocent;55-64 år;2003;1;3,8
Mænd;AKU-ledighedsprocent;55-64 år;2003;2;4
Mænd;AKU-ledighedsprocent;55-64 år;2003;3;5,2
Mænd;AKU-ledighedsprocent;55-64 år;2003;4;5,4
Mænd;AKU-ledighedsprocent;55-64 år;2004;1;6,5
Mænd;AKU-ledighedsprocent;55-64 år;2004;2;5,5
Mænd;AKU-ledighedsprocent;55-64 år;2004;3;4,6
Mænd;AKU-ledighedsprocent;55-64 år;2004;4;5,6
Mænd;AKU-ledighedsprocent;55-64 år;2005;1;5,7
Mænd;AKU-ledighedsprocent;55-64 år;2005;2;4,8
Mænd;AKU-ledighedsprocent;55-64 år;2005;3;4,5
Mænd;AKU-ledighedsprocent;55-64 år;2005;4;3,6
Mænd;AKU-ledighedsprocent;55-64 år;2006;1;4,6
Mænd;AKU-ledighedsprocent;55-64 år;2006;2;3,4
Mænd;AKU-ledighedsprocent;55-64 år;2006;3;3,1
Mænd;AKU-ledighedsprocent;55-64 år;2006;4;3,2
Mænd;AKU-ledighedsprocent;55-64 år;2007;1;3,8
Mænd;AKU-ledighedsprocent;55-64 år;2007;2;3,2
Mænd;AKU-ledighedsprocent;55-64 år;2007;3;2,8
Mænd;AKU-ledighedsprocent;55-64 år;2007;4;2,1
Mænd;AKU-ledighedsprocent;55-64 år;2008;1;3
Mænd;AKU-ledighedsprocent;55-64 år;2008;2;2,4
Mænd;AKU-ledighedsprocent;55-64 år;2008;3;2,1
Mænd;AKU-ledighedsprocent;55-64 år;2008;4;2,2
Mænd;AKU-ledighedsprocent;55-64 år;2009;1;4,7
Mænd;AKU-ledighedsprocent;55-64 år;2009;2;5,1
Mænd;AKU-ledighedsprocent;55-64 år;2009;3;4,3
Mænd;AKU-ledighedsprocent;55-64 år;2009;4;4,9
Mænd;AKU-ledighedsprocent;55-64 år;2010;1;7,1
Mænd;AKU-ledighedsprocent;55-64 år;2010;2;8
Mænd;AKU-ledighedsprocent;55-64 år;2010;3;5,8
Mænd;AKU-ledighedsprocent;55-64 år;2010;4;5,8
Mænd;AKU-ledighedsprocent;55-64 år;2011;1;7,5
Mænd;AKU-ledighedsprocent;55-64 år;2011;2;6,9
Mænd;AKU-ledighedsprocent;55-64 år;2011;3;5,7
Mænd;AKU-ledighedsprocent;55-64 år;2011;4;6,4
Mænd;AKU-ledighedsprocent;55-64 år;2012;1;6,1
Mænd;AKU-ledighedsprocent;55-64 år;2012;2;5,6
Mænd;AKU-ledighedsprocent;55-64 år;2012;3;5,2
Mænd;AKU-ledighedsprocent;55-64 år;2012;4;5,7
Mænd;AKU-ledighedsprocent;55-64 år;2013;1;6,3
Mænd;AKU-ledighedsprocent;55-64 år;2013;2;5,2
Mænd;AKU-ledighedsprocent;55-64 år;2013;3;4,8
Mænd;AKU-ledighedsprocent;55-64 år;2013;4;4,6
Mænd;AKU-ledighedsprocent;55-64 år;2014;1;5,5
Mænd;AKU-ledighedsprocent;55-64 år;2014;2;4,9
Mænd;AKU-ledighedsprocent;55-64 år;2014;3;4,4
Mænd;AKU-ledighedsprocent;55-64 år;2014;4;5,5
Mænd;AKU-ledighedsprocent;55-64 år;2015;1;5
Mænd;AKU-ledighedsprocent;55-64 år;2015;2;3
Mænd;AKU-ledighedsprocent;55-64 år;2015;3;3,1
Mænd;Erhvervsfrekvens;15-24 år;1996;1;79
Mænd;Erhvervsfrekvens;15-24 år;1996;2;80
Mænd;Erhvervsfrekvens;15-24 år;1996;3;79,5
Mænd;Erhvervsfrekvens;15-24 år;1996;4;76,7
Mænd;Erhvervsfrekvens;15-24 år;1997;1;80,2
Mænd;Erhvervsfrekvens;15-24 år;1997;2;80,6
Mænd;Erhvervsfrekvens;15-24 år;1997;3;81,2
Mænd;Erhvervsfrekvens;15-24 år;1997;4;78,5
Mænd;Erhvervsfrekvens;15-24 år;1998;1;78,7
Mænd;Erhvervsfrekvens;15-24 år;1998;2;75,3
Mænd;Erhvervsfrekvens;15-24 år;1998;3;80,6
Mænd;Erhvervsfrekvens;15-24 år;1998;4;78
Mænd;Erhvervsfrekvens;15-24 år;1999;1;78
Mænd;Erhvervsfrekvens;15-24 år;1999;2;81,5
Mænd;Erhvervsfrekvens;15-24 år;1999;3;80,5
Mænd;Erhvervsfrekvens;15-24 år;1999;4;74,7
Mænd;Erhvervsfrekvens;15-24 år;2000;1;72,6
Mænd;Erhvervsfrekvens;15-24 år;2000;2;78,2
Mænd;Erhvervsfrekvens;15-24 år;2000;3;78,6
Mænd;Erhvervsfrekvens;15-24 år;2000;4;76,1
Mænd;Erhvervsfrekvens;15-24 år;2001;1;75,7
Mænd;Erhvervsfrekvens;15-24 år;2001;2;72,9
Mænd;Erhvervsfrekvens;15-24 år;2001;3;76,4
Mænd;Erhvervsfrekvens;15-24 år;2001;4;71,5
Mænd;Erhvervsfrekvens;15-24 år;2002;1;72,6
Mænd;Erhvervsfrekvens;15-24 år;2002;2;74,1
Mænd;Erhvervsfrekvens;15-24 år;2002;3;77,2
Mænd;Erhvervsfrekvens;15-24 år;2002;4;73,6
Mænd;Erhvervsfrekvens;15-24 år;2003;1;71,3
Mænd;Erhvervsfrekvens;15-24 år;2003;2;72,2
Mænd;Erhvervsfrekvens;15-24 år;2003;3;74,6
Mænd;Erhvervsfrekvens;15-24 år;2003;4;68,4
Mænd;Erhvervsfrekvens;15-24 år;2004;1;74,9
Mænd;Erhvervsfrekvens;15-24 år;2004;2;73,1
Mænd;Erhvervsfrekvens;15-24 år;2004;3;76,8
Mænd;Erhvervsfrekvens;15-24 år;2004;4;68,6
